,US_Equity,EU_Equity,Intl_Developed,EM_Equity,Global_Tech,Global_Healthcare,Global_Financials,Global_Infrastructure,Global Energy,Global Industrials,Global Consumer Staples,Global Consumer Discretionary,Global Comm Services,Global Materials,Global Utilities,Style_Value,Style_Momentum,Style_Quality,Style_MinVol,Rates_US_Long,Rates_Developed,Rates_EM,Credit_US_IG,Credit_US_HY,Credit_EU_IG,Credit_EU_HY,Credit_EM,FX_USD,FX_EUR,FX_JPY,FX_EM,Commodities_Broad,Commodities_Gold,Commodities_Oil,Inflation_Expectations,Global_Real_Estate,ESG
Municipal High Income Fund Proforma,0,0,0,0,0,-0.008624868,0,0.010741374,-0.023070727,-0.00921093,-0.020163811,0,0,-0.005016537,0,0,0,0,0,0.033465421,0,0,0.161830845,0,0,0,0.161383646,0,-0.052059858,0.025077152,0,0,-0.005214772,0.026203888,0.001681329,0.02954959,0
Neuberger Berman GlSr FlRt Inc USD I Acc,0,-0.059900626,0,0.001444476,-0.000831173,-0.041231777,0,0.100407338,0.004772246,-0.064967979,0,0.079355725,0,-0.014436026,-0.041979189,0,0.000146595,0,0,-0.158147207,-0.155044788,0,0,0.064848972,0,0.14385402,0.305364805,0.041190068,-0.009676383,0,-0.030183271,0,0.001061391,0,0.042553402,0.100821814,-0.011317073
Nordea 1 - European Covered Bond AI EUR,0,0,0.034900234,0,0.00911292,-0.018053706,0.012782909,0,-0.012177731,0.022842208,-0.013508103,-0.029609217,0.00631769,-0.018944356,0.004090038,0.012873886,-0.019581112,0,0,-0.019873302,0,-0.050797107,0,0.070402444,0.167135336,-0.028897132,0.039349109,0,-0.135522648,0.046134063,0,-0.036194915,0.007610654,0.013889683,0.161896667,-0.013034051,0
Nordea 1 - European Covered Bond BC EUR,0,0,0.03461906,0,0.008806532,-0.019912247,0.015751011,0,-0.012672974,0.020740257,-0.011828486,-0.029210177,0.007333193,-0.018430401,0.004831099,0.010483916,-0.018879282,0,0,-0.017935085,0,-0.05273638,0,0.069673911,0.163628278,-0.025932045,0.034273316,0,-0.133574623,0.046694153,0,-0.037490875,0.009699109,0.014678051,0.161837543,-0.011143351,0
Nordea 1 - European Covered Bond BP EUR,0,0,0.024308939,0,0.009752973,-0.017682256,0.013646435,0,-0.011639447,0.018833397,-0.012258686,-0.027041386,0.0072438,-0.015756617,0.005057876,0.013692554,-0.017124401,0,0,-0.019004004,0,-0.048376224,0,0.056866599,0.165472811,-0.023784318,0.037762133,0,-0.133100138,0.047901208,0,-0.035875298,0.008761975,0.014277442,0.159087439,-0.010702281,0
Nordea 1 - Low Dur Eurp Cov Bd BI EUR,0,0,0,0,-0.017039971,-0.012815653,0.015103236,0,-0.012956866,0.020894672,0,0,0,0,0.010768147,-0.000445839,0.001086367,0,0,-0.005522215,0,0,0,0,0.008203531,0,0.011083121,0,0,0,0,-0.00871087,0.010589098,0.008978477,0,-0.003556614,0
Nordea 1 - Low Dur Eurp Cov Bd HBI CHF,0,0,0,0,-0.021279899,-0.011353929,0.004784942,0,-0.011960287,0.026858585,0,0,0,0,0.007475667,0,0,0,0,-0.001476628,0,0,0,0,0.008269963,0,0.014494303,0,0,0,0,0,0.003409765,0.007150703,0,0,0
Nuveen Core Impact Bond R6,0,0,0.003163765,0,0,-0.010443474,0.01189538,0,-0.010662302,-0.014888019,-0.011209853,0,0.007051105,-0.015312884,0,0,0,-0.017185462,0,0.056542114,0,0,0.37368085,0,0,0.016813658,0.084003503,0,0,0.016131895,-0.034768168,-0.010600522,0,0,0.11323141,0.03432106,0
Nuveen Municipal Value,0,0.009583997,0,0,0.005673314,-0.030721214,0,0,-0.045173157,0,0,0,0,-0.011620346,0.004381017,0,0,0,0,0.125583475,0.035684426,0,0.213368418,0,0,0.001509793,0.186987896,0,0,0.00230369,-0.000285776,-0.021038105,-0.029325988,0.039736491,0,0.028636463,0
Olympus Peak,0,0,0,0,0.005067644,0,0,0,0,0,0,0.042576333,0.087195873,0,0,0,0.038185114,0,0,0,0,0,0,0,0,0.019684563,0,0,0,0,0,0,0,0.042826905,0,0,0
Olympus Peak Trade Claims,0,0,0,0.229774619,0,0,0,-0.066212781,0,0,0,0,0,0,-0.168196014,0,0,0,0,0.13054018,0,0,0,0,0.32303516,0,0,0,0,0,-0.102697002,0,0,0,0,-0.204765773,0
OrbiMed Partners Ltd Class D,0,0,0,0.24969042,0,0.528087033,0,0,-0.101622023,0,0,0,-0.051740339,0,-0.323668109,0,0,0,0,-0.051781418,0,0,0,0,-0.196075112,0,0,0,0,0,0,0,0,0.006260258,0,0.28047525,0
Ownership Capital (IWEF),0,0,0,-0.00967721,0.16823969,0.13301077,0,0,-0.056184989,0.069558607,0,0.246668527,0,0,0,0,0.128471771,0.22350428,0,0.162116779,0,0,0,0,0,0.041003055,0,0,0,0,0,0,0,0.004879137,0,0.021707218,0
Pacer US Cash Cows 100 ETF,0,-0.120290771,0,0,-0.06854932,0.095086441,0,-0.021412382,0.087184339,0,0,0.031413225,-0.025096591,0.234353295,0,0.632062473,-0.061331291,0,0,-0.078481376,0,0,0,0,0,-0.08267363,0,0,0,0,0,0,0,0.007548842,0,0,0.282351824
Pacific North of South EM All Cp EqI$Acc,0,0,0,0.521151993,0.032118766,0,0,0,-0.010503565,0,-0.020489613,0.206774945,0.143429257,0.168969874,-0.097416792,0.063247663,-0.065238225,0,0,-0.083090327,0,0.146260002,0,0,-0.242743133,0.030714677,0,-0.292777126,0,0,0,0,-0.018036337,0.022044774,0,0.005256258,0
Pacific NoS EM & GAM composite,0,0,0,0.80805813,0.014635792,0,0.015040897,0,0,0,0,0,0.064243395,0.136707072,-0.073641533,0.019626801,0,0,0,-0.017220028,0,0.025461571,0,0,0,0,0,0,0,0,0,0,0,0.008102639,0,0,0
Parametric TL Harvesting - S&P 1500,0.74544603,0,0,0,0,0,0,0,0.002575989,0,0,0.030429309,0,0,0,0.055310929,0.018833085,0.017399042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000844236,0,0.002212239,0.103761101
Parametric TL U.S. 1500 ESG Screened,0.623551226,0,0,0,0,0,0,0,0.005717582,0,0,0.022482862,0,0.016353109,0,0.064568228,0.039480635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000685298,0,0,0.204760369
PIMCO GIS Income Institutional USD Acc,0,0,0.049122713,-0.009507696,0.002894645,0,0.041837977,0,-0.00121194,-0.042449734,-0.042167547,0.029175021,-0.005160999,-0.017782437,0.014404367,0.035735769,-0.027009313,-0.029032766,0,-0.042513012,0,0,0.110354935,0.072735058,-0.006069096,0.035174915,0.300767878,0,0,-0.00042444,0,0,-0.032707045,-0.004398934,0.133766312,0.006052819,0
PIMCO GIS Income Institutional USD Inc,0,0,0.047814297,-0.010666902,0.001275767,-0.000667403,0.037390137,0,-0.002502182,-0.04629669,-0.043302047,0.033531753,-0.004550505,-0.017285202,0.016157041,0.040025443,-0.027740282,-0.029712603,0,-0.042841538,0,0,0.110101464,0.06763575,-0.010806088,0.042009922,0.304833483,0,0,-0.001823606,0,0,-0.034041705,-0.004125947,0.137351052,0.00756018,0
PIMCO GIS Income Instl CHFH Acc,0,0,0.040049592,-0.014812749,0.009803631,0,0.037497249,0,0,-0.044423237,-0.036958492,0.033668846,-0.006431705,-0.008413419,0.01254039,0.04265774,-0.022275406,-0.053405156,0,-0.047366117,0,0,0.105177506,0.055310939,-0.005881195,0.036019263,0.314184948,0,0,-0.004010253,0,0,-0.040675593,-0.002762314,0.155519328,0.012330846,0
PIMCO GIS Income Instl EURH Acc,0,0,0.0430327,-0.013048307,0.005656832,-3.72E-05,0.039938525,0,0,-0.040007522,-0.042262538,0.031302218,-0.002536281,-0.016790688,0.013435496,0.039166365,-0.023373413,-0.042703853,0,-0.050785946,0,0,0.094579426,0.066902121,-0.002664124,0.031172327,0.320048362,0,0,0,0,0,-0.035833205,-0.003824556,0.152289369,0.0103978,0
PIMCO GIS Income Instl EURH Inc,0,0,0.052652313,-0.010874749,0.001142014,-0.000161642,0.037414795,0,-0.000698334,-0.048921211,-0.045523713,0.031070631,-0.004107227,-0.020738191,0.015326822,0.04648549,-0.023424709,-0.036673249,0,-0.050656552,0,0,0.098374568,0.062351126,-0.00870052,0.037709469,0.319059661,0,0,-0.004271777,-0.001827024,0,-0.033063681,-0.004588897,0.157910312,0.010824745,0
PIMCO GIS Income Instl GBP H Acc,0,-0.015218666,0,0.01011285,-0.001564971,0,0.021556264,-0.003716959,0.00241331,0,-0.007707755,0.013635607,0.00978565,-0.02027772,-0.019667385,0.024031872,-0.009645256,-0.066115252,0,-0.086371262,0,0.092661901,0.159687136,0.107763833,-0.011780935,0,0.255531653,-0.018833033,0,0.003415996,0,0,-0.034942878,-0.004351666,0.179732026,0.055575568,0
PIMCO GIS Income Instl GBPH Inc,0,0,0.062298533,-0.015097312,0,-0.005631223,0.040897844,0,0,-0.049044203,-0.045105124,0.028991722,-0.003616138,-0.023357831,0.012448048,0.033839715,-0.020622323,-0.034576475,0,-0.059218421,0,0,0.105403052,0.068995953,-0.007001726,0.033776718,0.327778953,0,0,-0.004621598,0,0,-0.03339983,-0.004884102,0.151081952,0.016048513,0
PIMCO GIS Income Investor EUR Hedged Acc,0,0,0.047881182,-0.013992682,0.004630942,0,0.041552058,0,0,-0.04402553,-0.04428497,0.032239295,-0.002000983,-0.018715576,0.013462383,0.040352236,-0.025183127,-0.038384986,0,-0.042259883,0,0,0.078980753,0.075797076,-0.00396145,0.032815898,0.322101691,0,0,-0.002205385,0,0,-0.032383269,-0.003830231,0.147950432,0.008473111,0
PIMCO Income Instl,0,0,0.084673797,-0.018537878,0.003844924,-0.012155908,0.039236817,0.012495875,-0.021470986,-0.047574669,-0.050275077,0.017908451,-0.003176701,-0.019867629,0.002936158,0.05247523,-0.024259355,-0.048274707,0,-0.040494481,0,0.029613638,0.090201321,0.062889642,-0.009240301,0.007195789,0.280492925,0,0,0,0,0,-0.045282838,-0.00046237,0.196801996,0.02239739,0
PIMCO Municipal Ladder Composite,0,0.025601087,0.005655423,0.001023316,0.013624979,-0.031769571,0,0,-0.047855804,0,0,0,0,0,0,0,0,0,0,0.122393999,0,0,0.158512681,0,0,0.000628338,0.170441008,0,0,0.034222923,0,-0.017207538,-0.025343789,0.033013675,0,0.016625882,0
PIMCO Municipal Social Advancement,0,0.020938136,0.006834299,0.002429951,0.015028547,-0.034707991,0,0,-0.047118164,0,0,0,0,0,0,0,0,0,0,0.120699944,0,0,0.166148473,0,0,0.002246782,0.166404999,0,0,0.033685159,0,-0.019444787,-0.026271648,0.033812065,0,0.017589123,0
PIMCO Municipal Value Composite,0,0.021501658,0,0.001196637,0.015390299,-0.028272091,0,0,-0.046084518,0,0,0,0,0,0,0,0,0,0,0.127690954,0,0,0.15092053,0,0,0.000197229,0.180890001,0,0,0.036197381,0,-0.014059264,-0.031395075,0.032101278,0,0.016462993,0
PitchBook -  Growth (Benchmark),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PitchBook - Buyout (Benchmark),0,0,0,0.031444211,0,0,0,0,0,0,0,0,0,0.047068187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PitchBook - Distressed Debt (Benchmark),0,0,0,0.057601534,0,0,0,-0.011251306,0,-0.014380913,0,0,0,0,0,0,0,0,0,-0.023021757,0,0,0,0,0,0,0,0,0,0,0,0.122319178,0,-0.019850175,0,0,0
PitchBook - Infrastructure (Benchmark),0,0,0,0,0,0,0,0,0.018561809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PitchBook - Infrastructure (Benchmark) (w vehicle cost),0,0,0,0,0,0,0,0,0.018557813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PitchBook - Private Debt (Benchmark),0,0,0,0.03324571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015662796,0,0,0,0,0
PitchBook - Private Debt (Benchmark) (Composite),0,0,0,0.018087398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034276063,0,0.006390149,0
PitchBook - Private Debt (Benchmark) (Monthly),0,0,0,0.018087398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034276063,0,0.006390149,0
PitchBook - Private Debt (Benchmark) (Monthly) - CHF,0,0,0,0.013958883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03265828,0,0.029362961,0
PitchBook - Private Debt (Benchmark) (Monthly) - EUR,0,0,0,0.017378406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033037142,0,0.024759929,0
PitchBook - Private Debt (Benchmark) (Monthly) - GBP,0,0,0,0.017890445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033501608,0,0.015303095,0
PitchBook - Private Debt (Benchmark) (w vehicle cost),0,0,0,0.03321627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015683558,0,0,0,0,0
Pitchbook - Private Debt (Benchmark) EUR,0,0,0,0.041003346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017634938,0,0,0,0,0
PitchBook - Private Debt (Benchmark) H CHF,0,0,0,0.035807515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015672938,0,0,0,0,0
PitchBook - Private Debt (Benchmark) H EUR,0,0,0,0.035944464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016740838,0,0,0,0,0
PitchBook - Private Debt (Benchmark) H GBP,0,0,0,0.036247093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018958678,0,0,0,0,0
PitchBook - Private Equity (Benchmark),0,0,0,0.029772218,0,0,0,0,0,0,0,0,0.002774943,0.046528443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PitchBook - Private Equity (Benchmark) (w vehicle cost),0,0,0,0.029758267,0,0,0,0,0,0,0,0,0.00273896,0.046533623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PitchBook - Private Equity Index (Composite with MSCI),0,0,0,0.004027521,0,0,0,0,0,0,0,0,0.090870969,0.041683222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PitchBook - Real Estate (Benchmark),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008132314,0,0,0
PitchBook - Venture Capital (Benchmark),0,0,0,0,0,0,0,0,0,0,0,0,0.02717372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plurima Apuano Flexible Bond A Instl Pre,0,0,0,0,0,-0.065074441,0.020308142,0,0,0,0,0,0,0,-0.061982611,0.011182902,0,0,0,-0.075388095,0,0,0,0,0,0.024910667,0.435544386,0,-0.064745715,0,-0.036403211,0,0,0.000379411,0.114727203,0.139873113,0
Point72 Capital International Ltd ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002221418,0,0,0
Polen Capital Focus US Gr EUR D InstlUnH,0,-0.124419228,0,-0.331636339,0.208962373,0,0,-0.116780162,-0.013263175,0,-0.02025184,0.30890692,0.405535756,-0.055987334,-0.116578361,-0.050751209,0,0,0.249375802,0,0,0,0.13061707,0.006026126,0,0.092264119,0,0.036515436,-1.01237322,0.096366757,0.150931865,0.134637689,0.019507693,-0.018883694,0,0.023412096,0.385649575
Polen Capital Focus US Gr GBP,0,-0.114543532,0,-0.224685812,0.193413465,0.05124133,-0.08619224,0,-0.044492568,0,-0.154139395,0.319274617,0.316617114,0.022040924,-0.143329316,-0.041744647,0.106094738,0.034507804,0.330331718,0.083906574,0,0,0,0,-0.055692727,0,0.041214543,0.227249376,-0.547706252,0.152011532,0.048285977,0.005888382,-0.011604445,0.027344011,0,0,0.175331633
Polen Capital Focus US Gr GBP Instlunhdg,0,-0.186334459,0,-0.085556029,0.31647036,0,-0.073124889,0,-0.042316379,0,-0.088481477,0.236897483,0.228246253,0.022331789,-0.081311672,-0.052966946,0.197203284,0,0.328112162,0.106150658,0,0,0,0,-0.049020769,0.124401758,0,0.189114729,-0.766362165,0.148617921,0.196423978,0.037217635,-0.036466194,0.001447215,0,0,0
Polen Capital Focus US Gr USD D InstlUnH,0,-0.075289024,0,-0.316927614,0.214177213,0.09148676,0,-0.037011997,-0.045663249,0.022614483,-0.123199601,0.323766363,0.36212218,-0.119581667,-0.116264786,-0.030327229,0,0,0.183789357,0,0,0,0.136613447,0,0,0.102879975,0,0.025054269,-0.007435148,0.071370009,0.104242023,0.203071014,0.012436735,-0.03914438,0.0793433,0.012119183,0.354937216
Polen Capital Focus US Gr USD Instl,0,-0.052004818,0,-0.138380974,0.316343824,0.101739825,0,0,-0.025011031,0,-0.08629517,0.350576866,0.177603612,-0.069631529,-0.063465299,-0.019944483,0.073163793,0.117522784,0.169953505,0.016728216,0,0,0.025323671,0,0,0.016963436,0,0,0,0.037779624,0,0.01875811,0,-0.002817879,0.01014685,0.022930612,0.070761192
Positive Engagement ICAV,0,0.096401739,0,-0.102025034,0,0.030149309,0.105674721,0,-0.113047837,0.425826858,-0.252691048,0.139180979,0,0.07210888,-0.011402304,0,0,0,0,0,0,0,0.270564326,0,0,0,0,0,0,0.001732825,0,-0.055317349,0,0.050012848,0,0.002370535,0.277181405
Positive Engagement Strategy,0,0,0,0,0.088752253,0.097189714,0,0,-0.004834068,0.156059658,0,0.273364077,0,0.000933895,0,0,0.028943577,0,0,0.063536139,0,0,0,0,0,0.114781557,0,0,0,0,0,0,0,0,0,0.052713422,0.222902037
Positive Engagement Strategy & ICAV Composite,0,0,0,0,0.047919459,0.089552212,0,0,-0.006818214,0.135585157,0,0.256426242,0,0.008149476,0,0,0.051698914,0,0,0.030543092,0,0,0,0,0,0.100107918,0,0,0,0.009799234,0,-0.002934309,0,0,0,0.061705166,0.268717576
PRIMECAP Odyssey Aggressive Growth,0,0,0,0.174270882,0.152384716,0.155784873,-0.005160665,0,-0.077858515,0.115334748,-0.361371739,0.258018661,0,0,-0.119936048,0.306565075,0.210641292,0,0,0,0,0,0,0,0,0,0,0,0,0.01727697,0,0,-0.039410052,-0.005620931,0,0.1086322,0
Robeco Credit Income D3 USD Dist,-0.036012172,0,0.005150325,0.022953641,-0.005308104,0,0,0.042620044,0.006218539,0,-0.001703017,-0.017058376,0.075369689,-0.041817991,-0.043768386,0,-0.024068278,0,0,-0.188765221,0,0,0.441130667,0.011317068,-0.048835127,0.011578322,0.249780992,-0.079962746,-0.022644838,0.031144235,-0.049461232,-0.025848125,0,-0.015095622,0.255097777,0.080281926,-0.030380562
Robeco Credit Income I USD Cap,-0.060841488,0,0.031005551,0.003981851,0,-0.012167497,0,0.041957557,6.38E-06,-0.024993796,0,-0.006682671,0.072232692,-0.029396396,-0.017621526,0.016606955,-0.026325558,0,0,-0.163504639,0,0,0.450401979,0,-0.036745132,0.099049881,0.201515933,-0.066181284,-0.078646311,0.024427575,-0.07987316,-0.007872352,0,-0.012514043,0.200888991,0.03544794,0
Rubrics Global Credit UCITS B EUR,0,0,0.037334702,0.015370373,0.029887661,0,0.035979291,0.008960495,-0.01561237,-0.058629249,0.004566579,-0.002893971,-0.000872754,0,-0.015833363,0,-0.005663363,-0.062812577,0,-0.057253137,-0.011695318,0,0.128023337,0.057073702,0,0.089028308,0.104432082,0,-0.082416251,0,-0.001865044,-0.035979425,-0.017762702,0.006852519,0.105367193,0.04902217,0
Ruffer Total Return Intl C USD Cap,0,0,0,0,0,0,0,0,0.023754881,0,0,0,0,0.135578492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014659023,0,0,0
S&P 500 NR USD,0.862510173,0,0,0,0.012854478,0.012015884,0,0,0.001221184,0,0,0.022165759,0,0,0,0,0.005194413,0.019801702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001735461,0,0,0.046399416
Schonfeld Fundamental Equity Fund Class B Eligible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008929034,0,0,0
Schonfeld Strategic Partners Fund (SSPF) Class E Eligible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schroder GAIA WellingtonPagosa C AccEURH,0,0,0,0,0,0,0.019803525,0.065528734,0,0,0,0,0,0,-0.041810185,0,0.040684884,0,0,-0.032474616,0,0,0,0,-0.024682004,0.010346777,0,0,0,0,0,0.032972863,0.00444295,0.000450779,0,0,0
Schroder ISF EURO Corp Bd C Acc CHF H,0,0.01868232,0.009295872,0.022108923,0.038761339,-0.010176544,0.06016376,-0.005857196,0.005805031,-0.098147816,-0.005451041,-0.003030023,0.008968168,0.004943833,-0.029572337,-0.031787582,-0.023181003,0,0,-0.191776927,-0.173777789,-0.103982887,0.193460624,0.084236084,0.200512333,0.112173287,0.274220724,0.021741592,-0.204070724,0.062590819,0.001881887,-0.016413685,-0.015103565,-0.020401333,0.216713381,0.05248144,0
Schroder ISF EURO Corp Bd C Acc EUR,0,0.02361199,0.02296337,0.021696797,0.038838377,-0.01644033,0.061083238,-0.003813733,0.004955084,-0.105235531,-0.00972917,-0.009558943,0.018216389,0,-0.038692816,-0.033511262,-0.023600948,0,0.0088801,-0.206407848,-0.224275759,-0.127244103,0.213488225,0.09691465,0.20856599,0.099814218,0.274693857,0.011422851,-0.187746995,0.075600225,0.0398776,-0.031905959,-0.006977849,-0.01783527,0.242169277,0.053721271,0
SHILLER US SECTOR INDEX SC E USD ACC,0.278920961,0,0,0,0.063258956,0.146941218,0.103447767,0,0.025883562,0,0,0.318877088,0,0,0,0.125332852,-0.148230518,0,0.085089078,-0.04982241,0,0,0,0,0.019793386,0,0,0.089456554,0,-0.07164292,0,0,0.004399616,0,0,0.077095607,0
Smithson,0,0,0.107768554,-0.079010264,0.062583799,0.530314368,0,0,-0.149761385,0,0.001053237,0.368709508,0,0,0,0,0.000752714,0,0,0.046078531,0,0,0,0.161749496,0,0.099988753,0,0,0,0.101526041,0,0,0,-0.016653161,0,0.217146556,0.011815579
Soroban Opportunities Master Fund LP,0.369588945,0,0,0,0.06811769,0,0,0.083656076,0,0.137793574,0,0,0,0.045665179,0,0,0.134842029,0,0,-0.151867905,0,0,0,0,0,0,0,0,0,0,0,0.04585467,0,0,0,0.011479019,0
SPDR S&P 400 US Mid Cap ETF,0,-0.134478367,0,0,-0.090951516,0,0,0,0.029773935,0.201804217,-0.118070108,0.148215129,0,0.023351611,0,0.426877614,0.019154533,0,0,-0.009528665,0,0,0,0,0,0,0,0,0,-0.015170769,-0.022788603,0,0,0,0,0.170021717,0.340588977
SPDR® Blmbg Convert Secs ETF,0,0,0,0.095986982,0.06198811,0,0,0,0,0,-0.090613814,0.191980742,0,0.006277012,-0.027445776,0.017024928,0.247706038,0,0,0,0,0,0,0,0,0.053222343,0,0,0,0,0,0.03560813,0,0,0,0.119200311,0.031825182
SPDR® Dow Jones® Global Real Estate ETF,0,0.018083709,0,0,0,0,0,0,0,0,0,0.011768998,0,0.013204712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910417702,0
SPDR® Global Dow ETF,0,0.131887271,0,0.068667589,0.034759825,0.06001299,0.212949505,0,0.056505855,0.046221689,0.054175998,0.027516413,0.06014964,0.056569556,-0.002585392,0.11357492,0,0,0,0,0,0.015177015,0,0,0,0.046756928,0,0,0,0,0,0,0,0.007446691,0,0,0
SPDR® Gold Shares,0,0,0,0,0,0,0,0,-0.01050251,-0.011495899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948585009,0,0,0,0
SPDR® MSCI Europe Consumer Staples ETF,0,0.351014257,0.109989244,0.036388489,0,0,-0.173909547,0,-0.001842934,-0.025646529,0.825357967,0.039813765,-0.084773881,0,0,-0.142015938,-0.03932436,0,0,0,0,0,0.051718514,0,0,0.029138188,0,0,-0.759674344,-0.021330588,-0.184995562,0,-0.002378883,0.002285172,0,0.056633732,0
SPDR® MSCI World Small Cap ETF,0,0,0,0,0,0,0.025494336,0,0,0.152735315,-0.05154744,0.206974989,0,0.070633564,0,0.334906786,0.054955239,0,0,0,0,0,0,0,0,0.031319786,0,0,0,0,0,0,0,0.012356092,0,0.17241617,0
SPDR® Portfolio Mortgage Backed Bond ETF,0,-0.023159529,0.19537274,-0.039080876,-0.000717584,-0.015422031,0.015365061,-0.016866105,-0.023037473,-0.025033482,-0.048074353,-0.010245808,0.030309472,-0.057849146,0.027155346,0.063607338,-0.080687357,0,0,0.125012795,0.141019485,-0.027084149,0.213220659,0.040069627,-0.04046581,-0.100626162,0,-0.116582929,-0.008881452,0.040881675,0,0,-0.02743276,-0.005646182,0.161197173,-0.02872569,0.046656115
SPDR® S&P 500® ETF,0.857018961,0,0,0,0.013507732,0.013520259,0,0,0.000726736,0,0,0.021027839,0,0,0,0,0.005624146,0.023113827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001537701,0,0,0.047286332
SPDR® S&P MIDCAP 400 ETF Trust,0,-0.135731451,0,0,-0.08918282,0,0,0,0.030458648,0.201105199,-0.11657887,0.149492774,0,0.023620087,0,0.424795432,0.018874229,0,0,-0.010479425,0,0,0,0,0,0,0,0,0,-0.015015911,-0.022452407,0,0,0,0,0.169541707,0.337607897
Sprott Physical Uranium Trust Units,0,0,0,-0.134921311,0,0,0,0,0.285805115,0,0,0,0,0,0,0,0,0,0,-0.027579775,0,0,0,0,-0.017926136,0,0,0,0,0,0,0,0,-0.096420467,0,0,0
Starwood REIT Class I,0,0,0,0,0.044685366,0,0.014750771,0,0,-0.04907721,0,0,-0.065600483,0,0.023896202,0,0.002687191,0,0,0,0,0,0,0,0,0,0,0.045473961,-0.149176842,0,0,0.098316073,0,-0.002885311,0,0,0
Stewart Inv Glbl Em Mkts All Cap IUSDAcc,0,0,0,0.677337074,0,0.083185634,0,0.102667931,0,0,-0.463373133,0,0,0.014608142,0,-0.028174869,0.010556062,0,0,0,0,0,0,0,0.165124862,0,0,0,0.230389858,-0.030786936,0,-0.197005324,-0.19294569,-0.064221688,0,0,0.070235551
Stewart Inv Glbl EmMktsAllCapnbyVIUSDAcc,0,0,0,0.416741044,0.073847605,0,0,0,-0.085499161,0,0,0,-0.01340396,0,0,0,0.041816463,0,0,-0.089211763,0,0,0,0,0,0.209436959,0,0,0,-0.030362599,0,0,0,-0.044654846,0,0.206444287,0
StoneCastle,0,0,0,0,0,-0.000287722,0.00372882,0,0,0,-0.000870968,0,0.008247584,-0.005146561,0,0,0,0,0,-0.002103153,0,0,0,0,-0.000915663,0,0,0,0,0,0,-0.013318636,0.009060504,0.003570841,0,0,0
